개설영역,학년,학수번호,교과목명,학점,시간,담당교수,강의시간/강의실,비고,강의평점
전공,2,B07108101,중급힌디어회화작문(1),2,2,Rachna Singh,금 3 4 (1307),원어,0.0
전공,3,O07402101,FLEX힌디(1),2,2,김용정,수 5 6 (1307),,4.7
전공,3,B07311101,고급힌디어작문(1),2,2,Rachna Singh,금 1 2 (1307),원어,0.0
전공,3,B07373201,인도문화연구(1),2,2,이춘호,수 3 4 (1307),,4.9
전공,3,B07371201,인도지역연구(1),2,2,신민하,목 5 6 (1307),,4.0
전공,3,O07370101,타밀어와남인도문화(1),2,2,이동원,월 3 4 (1307),,4.6
전공,3,B07363601,힌디어회화실습(1),2,2,고태진,수 7 8 (1307),사전 신청자에 한해 수강신청 가능,0.0
전공,4,B07463201,인도경제(1),2,2,김미수,수 1 2 (1307),,4.0
전공,4,B07441201,인도학세미나(1),2,2,강명남,금 3 4 (1509-1),,3.0
전공,1,B02129101,기초작문연습(1),2,2,황윤실,월 1 2 (1311),전필,4.93
전공,1,O02107101,기초회화연습(1),2,2,Takahashi Miho,화 5 6 (1506-1),"전필,원어",4.0
전공,1,O02111101,일본문화의이해,2,2,이상민,화 3 4 (1409),,4.22
전공,1,O02101101,일본어강독연습(1),2,2,이상민,화 1 2 (1409),전필,5.0
전공,1,O02103101,일본어독해연습(1),2,2,권경애,수 1 2 (1302),전필,4.0
전공,1,O02105101,일본어듣기연습(1),2,2,최서영,금 7 8 (1506),전필,0.0
전공,1,B02101101,일본어첫걸음:듣기와말하기,3,3,Seraku Tohru,목 4 5 6 (2403-1),"원어,마이크로전공 교과목/모든 글로벌 캠퍼스 학생 수강 가능(일통 전공,이중 부전공생 제외)",0.0
전공,1,B02109101,일본어통합실습,3,3,최서영,수 7 8 9 (1506-1),"마이크로전공 교과목/모든 글로벌 캠퍼스 학생 수강 가능(일통 전공,이중 부전공생 제외)",0.0
전공,2,B02114101,일본어원서강독(1),2,2,황윤실,월 3 4 (1309),전필,4.5
전공,2,B02116201,일본어원서독해(1),2,2,이상민,금 1 2 (1502),전필,0.0
전공,2,O02203101,일본어통번역입문(1),2,2,이선화,월 5 6 (1401),,4.33
전공,2,O02206101,중급일본어작문(1),2,2,김수진,월 1 2 (1506),,2.67
전공,2,O02206104,중급일본어작문(1),2,2,안지홍,목 5 6 (1314),,0.0
전공,2,B02211301,중급일본어회화(1),2,2,Takahashi Miho,수 5 6 (1506-1),"전필,원어",5.0
전공,2,B02211303,중급일본어회화(1),2,2,Seraku Tohru,수 7 8 (1512),"전필,원어",4.91
전공,2,O02210101,현대일본어표현활용,2,2,박민영,수 1 2 (1506),,5.0
전공,3,B02391201,FLEX일본어(1),2,2,김수진,월 5 6 (1506),,0.0
전공,3,O02301101,시사일본어원서강독(1),2,2,정상철,화 5 6 (1506),,4.25
전공,3,B02371201,실용일본어회화,2,2,Takahashi Miho,목 3 4 (1506-1),"전필,원어",5.0
전공,3,B02371203,실용일본어회화,2,2,Takahashi Miho,목 7 8 (1506),"전필,원어",5.0
전공,3,O02303101,일-한번역연습,2,2,동소현,화 1 2 (1506-1),,5.0
전공,3,B02353201,일본근대문학사,2,2,정세진,금 3 4 (1506),,0.0
전공,3,O02202101,일본어논리및논술,2,2,은수희,목 3 4 (1511),,0.0
전공,3,B02451201,일본어어휘론,2,2,정상철,화 7 8 (1506),,4.0
전공,4,O02401101,일-한순차통역연습,2,2,이선화,월 7 8 (1401),,0.0
전공,4,B02455201,일본고전문학의이해,2,2,이상민,금 7 8 (1506-1),원어,5.0
전공,4,O02463101,일본어비즈니스글쓰기,2,2,Takahashi Miho,목 1 2 (1506-1),원어,0.0
전공,4,O02467101,일본어시사번역,2,2,동소현,화 3 4 (1506-1),,0.0
전공,4,B02456101,일본어음운론,2,2,권경애,수 3 4 (1302),원어,5.0
전공,4,B02373201,일본어학의이해,2,2,박민영,수 7 8 (1506),원어,4.6
전공,4,O02451101,일본학특강(1),2,2,이상민,금 3 4 (1506-1),원어,1.0
이중(부)전공,2,B02114102,일본어원서강독(1),2,2,은수희,목 5 6 (1506),"전필,1전공생 수강 금지",5.0
이중(부)전공,2,B02114103,일본어원서강독(1),2,2,김미정,금 1 2 (1506),"전필,1전공생 수강 금지",0.0
이중(부)전공,2,B02116202,일본어원서독해(1),2,2,이정옥,목 1 2 (1506),"전필,1전공생 수강 금지",0.0
이중(부)전공,2,B02116203,일본어원서독해(1),2,2,박성미,수 3 4 (1506-1),"전필,1전공생 수강 금지",2.0
이중(부)전공,2,O02206102,중급일본어작문(1),2,2,최서영,금 5 6 (1506),1전공생 수강 금지,0.0
이중(부)전공,2,B02211302,중급일본어회화(1),2,2,Takahashi Miho,화 7 8 (1506-1),"전필,원어,1전공생 수강 금지",5.0
이중(부)전공,2,O02210102,현대일본어표현활용,2,2,안지홍,목 7 8 (1506-1),1전공생 수강 금지,5.0
이중(부)전공,3,B02371202,실용일본어회화,2,2,Seraku Tohru,수 5 6 (1512),"전필,원어,1전공생 수강 금지",5.0
전공,2,F02316101,수리물리1,3,3,유세기,월 3 4 수 5 (0511),,2.4
전공,2,F02199101,역학1,3,3,유세기,월 2 수 1 2 (0511),,2.8
전공,2,F02355101,열물리,3,3,김태경,수 6 목 5 6 (3112),,3.6
전공,2,F02018101,일반물리실험1,1,2,김태경,화 7 8 (3315),전필,4.8
전공,2,F02018102,일반물리실험1,1,2,김태경,목 7 8 (3315),전필,4.75
전공,2,F02321101,현대물리학1,2,2,이석주,수 3 4 (0401),,4.67
전공,3,F02450101,고체물리1,3,3,김태경,월 5 6 수 3 (3114),,2.33
전공,3,F02373201,물리전문주제토론1,1,1,박윤규,월 10 (0401),,0.0
전공,3,F02301201,반도체물리실험,2,4,박윤규,화 7 8 9 10 (3318-1),[현대물리실험1]과 동일,0.0
전공,3,F02307101,양자물리및연습1,3,4,이석주,화 1 2 목 3 4 (0517),,4.4
전공,3,F02319101,전산물리,2,2,안광신,수 7 8 (0401),,0.0
전공,3,F02305101,전자기학및연습1,3,4,이석주,화 3 4 목 1 2 (0517),,0.0
전공,4,F02360101,광학,3,3,유세기,월 7 8 수 6 (0511),,0.0
전공,4,F02464201,반도체물리1,3,3,박윤규,월 3 4 수 5 (0401),[반도체물리]과 동일,0.0
전공,2,T04207101,AI정보이론,3,3,손경락,월 1 금 5 6 (5213),,5.0
전공,2,V44303201,자료구조,3,3,박상원,수 4 5 6 (5206),전필,3.57
전공,2,T04105101,회로이론의이해,3,3,전홍배,수 1 2 금 7 (5213),,4.0
전공,3,T04345201,IoT시스템,3,3,Ikram Syed,화 5 6 목 5 (5301),원어,0.0
전공,3,T04343201,데이터통신,3,3,이순용,화 7 8 9 (5213),전필,2.0
전공,3,T04482101,머신러닝,3,3,한희일,월 6 목 6 7 (5213),,4.07
전공,3,F05354301,운영체제,3,3,김세화,월 5 목 2 3 (5213),,4.64
전공,3,T04357101,통신공학,3,3,손경락,월 7 8 목 1 (5213),,5.0
전공,4,T04478101,네트워크보안,3,3,HASAN KAMRUL,월 1 수 7 8 (5301),원어,0.0
전공,4,T04452101,딥러닝,3,3,김세화,월 2 수 2 3 (5301),,4.75
전공,4,T04456201,정보통신종합설계및실습,2,2,한희일,수 9 10 (5213),전공심화 학생은 반드시 수강.팀티칭 강좌,0.0
전공,4,T04471401,통신네트워크설계,3,3,전홍배,월 3 수 5 6 (5301),,0.0
이중(부)전공,1,C01151305,국제관계개론,3,3,엄태윤,금 1 2 3 (0508),전필,0.0
이중(부)전공,1,C01101305,정치학개론,3,3,박신영,월 4 5 6 (0508),전필,3.88
이중(부)전공,2,C01205103,고대정치사상,3,3,최원,화 4 5 6 (0508),,4.14
이중(부)전공,3,C01355102,남북한관계론,3,3,김지현,월 1 2 3 (0304),,4.67
이중(부)전공,3,C01454102,정치변동,3,3,박신영,월 7 8 9 (0508),,0.0
이중(부)전공,4,C01407101,현대정치이론,3,3,김지희,목 4 5 6 (0411),,5.0
전공,2,I03201101,Chinese Ⅱ,3,3,Wu Juan,월 4 5 6 (0503),"전필,원어",5.0
전공,2,I03202101,Chinese-Korean Consecutive Interpreting Ⅰ,2,2,정혜선,월 1 2 (0502),,0.0
전공,2,I03203101,Comparing Korean & Chinese (Grammar & Expression),2,2,박은혜,목 3 4 (0502),,0.0
전공,3,I03302101,Chinese for Presentation,2,2,박석진,화 5 6 (0502),,0.0
전공,3,I03301101,Chinese-Korean Consecutive Interpreting Ⅱ,2,2,김효민,금 1 2 (0503),,0.0
전공,3,I03303101,Cultural Contents Translation & Interpreting,2,2,박은혜,목 1 2 (0502),,0.0
전공,4,I03401101,Health Care & Medical Translation & Interpreting,2,2,정혜선,월 3 4 (0502),,0.0
전공,4,I03402101,Machine Translation & Post-editing,2,2,김효민,금 7 8 (0503),,0.0
전공,1,B01109401,중국어기초고문(1),2,2,정호준,월 5 6 (2415),,4.22
전공,1,O01101101,중국어첫걸음:듣기와말하기,3,3,Zhang Bin,화 4 5 6 (1505-1),"원어,마이크로전공 교과목 / 모든 글로벌 캠퍼스 학생 수강 가능 (중통 전공, 이중 부전공생, 중국인 유학생, 중국어를 모국어로 하는 학생 제외)",0.0
전공,1,O01102101,중국어커뮤니케이션(1):읽기,3,3,안연진,수 1 2 3 (1505),"전필,마이크로전공 교과목 / 모든 글로벌 캠퍼스 학생 수강 가능 (중통 전공, 이중 부전공생, 중국인 유학생 제외)",0.0
전공,1,O01105101,중국어통합실습,3,3,이나현,목 4 5 6 (1401),"마이크로전공 교과목 / 모든 글로벌 캠퍼스 학생 수강 가능 (중통 전공, 이중 부전공생, 중국인 유학생 제외)",0.0
전공,1,O01124101,중국어표현과통역(1),2,2,Zhang Bin,화 7 8 (1505-1),"전필,원어,중국어통번역학과 전공/이중/부전공자만 수강가능",4.65
전공,1,O01123101,중국역사와예술,2,2,배경진,월 3 4 (1505-1),,0.0
전공,1,O01111401,초급중국어강독(1),4,4,임미나,월 5 6 목 3 4 (1507-1),전필,4.67
전공,2,O01208101,중국과세계1,2,2,전세영,화 7 8 (1505),,0.0
전공,2,O01210101,중국시사입문(1),2,2,공대윤,금 3 4 (2403-1),,0.0
전공,2,B01203701,중국어문법(1),2,2,안연진,화 3 4 (1507),,4.71
전공,2,B01203702,중국어문법(1),2,2,안연진,화 5 6 (1507),,4.75
전공,2,O01213101,중국어통번역기초(1),2,2,이나현,수 3 4 (1401),,4.68
전공,2,O01213102,중국어통번역기초(1),2,2,이나현,수 5 6 (1401),,4.68
전공,2,O01206201,중국학개론(1),2,2,전세영,금 5 6 (2407-1),,5.0
전공,2,B01201501,중급중국어강독(1),4,4,윤혜지,월 5 6 수 7 8 (2403-1),전필,4.69
전공,2,B01201502,중급중국어강독(1),4,4,정호준,월 7 8 수 5 6 (2415),전필,0.0
전공,2,O01201201,중급중국어회화작문(1),2,2,Zhang Bin,수 7 8 (1505-1),"전필,원어,중국어통번역학과 전공/이중/부전공자만 수강가능",4.83
전공,2,O01201202,중급중국어회화작문(1),2,2,Zhang Bin,목 7 8 (1505-1),"전필,원어,중국어통번역학과 전공/이중/부전공자만 수강가능",4.83
전공,3,O01301501,FLEX중국어-듣기,2,2,김윤영,목 5 6 (1507),유학생 수강금지,3.93
전공,3,O01317101,고급중국어문법(1),2,2,임미나,목 5 6 (1507-1),,5.0
전공,3,O01307101,고급중국어회화작문(1),2,2,Zhang Bin,수 1 2 (1505-1),"전필,원어,유학생 수강금지",5.0
전공,3,O01307102,고급중국어회화작문(1),2,2,Zhang Bin,수 3 4 (1505-1),"전필,원어,유학생 수강금지",5.0
전공,3,O01307103,고급중국어회화작문(1),2,2,Zhang Bin,목 1 2 (1505-1),"전필,원어,유학생 수강금지",5.0
전공,3,O01307104,고급중국어회화작문(1),2,2,Zhang Bin,목 3 4 (1505-1),"전필,원어,유학생 수강금지",5.0
전공,3,O01307105,고급중국어회화작문(1),2,2,김윤영,수 3 4 (1507),"전필,유학생반",0.0
전공,3,O01305201,시사토론중국어,2,2,공유식,수 7 8 (2510),,0.0
전공,3,O01323101,중국경제지리의이해,2,2,공대윤,금 1 2 (2403-1),,0.0
전공,3,B01209101,중국문학사(1),2,2,윤혜지,수 5 6 (2403-1),,4.67
전공,3,O01303201,중국스토리텔링과문화콘텐츠,2,2,안영은,화 3 4 (1507-1),,4.67
전공,3,O01303202,중국스토리텔링과문화콘텐츠,2,2,안영은,화 5 6 (1507-1),,4.67
전공,3,B01405401,중국시의세계,2,2,홍병혜,목 5 6 (1505),,5.0
전공,3,B01405402,중국시의세계,2,2,홍병혜,목 7 8 (1505),,5.0
전공,3,O01321101,중국어통번역연습(1),2,2,한정은,화 5 6 (1401),,4.06
전공,3,O01321102,중국어통번역연습(1),2,2,한정은,화 7 8 (1401),,4.06
전공,3,B01373201,중국어학개론,2,2,최재영,목 7 8 (1507-1),,2.56
전공,3,O01324101,현대중국사회의이해(1),2,2,전세영,월 3 4 (2407-1),,4.0
전공,3,O01313201,현대중국정치의이해,2,2,전세영,금 3 4 (2407-1),,4.43
전공,4,O01418101,고급중국어강독,2,2,장수현,목 3 4 (1505),,5.0
전공,4,O01411201,대만과양안관계의이해,2,2,공유식,수 1 2 (2508-1),,3.93
전공,4,O01413101,비지니스중국어작문,2,2,이명정,화 1 2 (1505),,5.0
전공,4,O01413102,비지니스중국어작문,2,2,이명정,화 3 4 (1505),,5.0
전공,4,B01471201,중국법의이해,2,2,공유식,수 9 10 (2510),,0.0
전공,4,O01415101,중국어통번역과프리젠테이션,2,2,이명정,월 3 4 (1505),,0.0
전공,4,O01417101,중국영화감상과비평,2,2,이정인,금 5 6 (1505),,0.0
전공,4,O01403201,중국현대문학비평,2,2,이정인,금 3 4 (1505),,3.67
전공,2,I06103101,Introduction to Middle East Economy,2,2,노다솔,월 7 8 (0509),전필,4.5
전공,2,I06102101,Introduction to Middle East Politics,2,2,백승훈,월 1 2 (0503),전필,0.0
전공,2,I06102102,Introduction to Middle East Politics,2,2,최홍석,금 3 4 (0505),전필,4.2
전공,2,I06104201,Islam and History of the Middle East,2,2,김수완,수 3 4 (0304),전필,0.0
전공,3,I06202301,Business and Marketing in the GCC,3,3,노다솔,목 7 8 9 (0509),,0.0
전공,3,I06301101,Foreign Policy of the Middle East,2,2,백승훈,월 5 6 (0502),,5.0
전공,3,I06301102,Foreign Policy of the Middle East,2,2,강원구,화 5 6 (0311),,0.0
전공,3,I06302101,Understanding of Business & Organizational Culture in the Middle East,2,2,장경오,월 3 4 (0305),,1.8
전공,3,I06406301,Understanding of Popular Culture and Its Contents in the Middle East,3,3,김은지,화 7 8 9 (0503),,0.0
전공,4,I06405101,Comparative Politics and Society of the Middle East,2,2,최홍석,금 5 6 (0505),,5.0
전공,4,I06205301,Understanding of the Video Contents in the Middle East,2,2,정미순,목 7 8 (0506),전필,0.0
전공,1,O11217701,우즈베크어기초-1,2,2,이지은,목 5 6 (1303),25학번 우선 수강,4.1
전공,1,O11109201,중앙아시아학입문1,2,2,이지은,월 5 6 (1303),전필,3.2
전공,1,O11219601,초급우즈베크어회화작문1,4,4,Aziza Mashrabbekova,화 5 6 목 1 2 (1502),"원어,25학번 우선 수강",4.87
전공,1,O11111601,초급카자흐어1,2,2,조동희,목 5 6 (1502),25학번 우선 수강,5.0
전공,1,O11105501,초급카자흐어회화작문1,4,4,Bakishev Dulat,화 5 6 목 1 2 (1505),"원어,25학번 우선 수강",3.0
전공,2,O11321201,중급우즈베크어1,2,2,ABDUKHALILOVA NARGIZA AKHMADJANOVNA,월 3 4 (1502),원어,0.0
전공,2,O11325401,중급우즈베크어회화작문1,2,2,Aziza Mashrabbekova,수 3 4 (1502),원어,5.0
전공,2,O11201301,중급카자흐어1,2,2,손영훈,월 3 4 (1303),,5.0
전공,2,O11203501,중급카자흐어회화작문1,2,2,Bakishev Dulat,수 3 4 (1509-1),원어,4.5
전공,2,O11327201,중앙아시아역사1,2,2,손영훈,금 1 2 (1303),,4.0
전공,2,O11212201,텍스트로 배우는카자흐어1,2,2,추영민,금 3 4 (1510-1),,3.0
전공,2,O11223201,텍스트로배우는우즈베크어1,2,2,ABDUKHALILOVA NARGIZA AKHMADJANOVNA,금 3 4 (1502),원어,0.0
전공,3,O11421201,고급우즈베크어회화작문1,2,2,Aziza Mashrabbekova,월 7 8 (1502),원어,0.0
전공,3,O11303201,고급카자흐어회화작문1,2,2,Bakishev Dulat,월 7 8 (1507-1),원어,4.0
전공,3,O11335201,중앙아시아공통어1,2,2,Aziza Mashrabbekova,화 7 8 (1502),원어,5.0
전공,3,O11333301,중앙아시아민족과문화,2,2,윤시내,화 3 4 (1502),,0.0
전공,3,O11331301,중앙아시아정치의이해,3,3,김소연,목 7 8 9 (1502),,1.0
전공,3,O11306401,투르크학의이해,2,2,손영훈,목 3 4 (1303),,5.0
전공,4,O11423201,시사카자흐어,2,2,추영민,화 1 2 (1502),,0.0
전공,4,O11413301,중앙아시아지역경제,3,3,염동호,수 7 8 9 (1303),,4.83
전공,4,O11429201,중앙아시아학실습1(캡스톤디자인),2,2,손영훈,수 1 2 (1303),전필,5.0
전공,4,O11407201,중앙아시아한인사회연구,2,2,김상철,수 5 6 (1502),,0.0
전공,2,I07201101,Communist Party & Chinese Politics,2,2,김효민,금 5 6 (0503),,0.0
전공,2,I07202101,Decoding Trans-Chinese Media,2,2,Wu Juan,월 7 8 (0503),원어,0.0
전공,3,I07303101,Chinese National Strategy,3,3,박석진,목 4 5 6 (0505),,0.0
전공,3,I07302101,Decoding Chinese Art Texts,3,3,권애영,수 7 8 9 (0306),,0.0
전공,3,I07301101,Taiwanese Society & Culture,3,3,박은혜,목 7 8 9 (0503),,5.0
전공,4,I07401101,Overseas Chinese & Southeast Asian Society,3,3,박석진,화 7 8 9 (0502),,0.0
전공,4,I07402101,Research Seminar on Chinese Issues Ⅰ,2,2,김효민,금 3 4 (0503),,0.0
전공,1,V42301101,서양고.중세철학사,3,3,김진,화 4 5 6 (2408),전필,2.79
전공,2,R04101101,논술지도총론,3,3,윤준식,목 7 8 9 (4216),교원 초징 진행 중,0.0
전공,2,R01211101,서양근대철학사,3,3,박치완,수 4 5 6 (4216),,4.0
전공,2,R01210101,중국근.현대철학사,3,3,홍성민,화 7 8 9 (4216),,4.9
전공,2,R01204101,형이상학,3,3,이승일,금 4 5 6 (4216),,0.0
전공,3,R01309101,동양우주론,3,3,이병욱,화 1 2 3 (4216),,0.0
전공,3,V42409101,역사철학,3,3,송석랑,월 7 8 9 (2408),,4.4
전공,3,R01326101,이미지와철학,3,3,박치완,월 4 5 6 (4213),,3.0
전공,3,R04391101,장자철학,3,3,김원명,월 7 8 9 (4213),,0.0
전공,4,R01356101,과학과철학,3,3,이승일,금 7 8 9 (4216),,0.0
전공,4,R04409101,메타윤리학,3,3,김신,월 4 5 6 (4216),,0.0
전공,4,R04466101,중국현대철학,3,3,홍성민,화 4 5 6 (4216),,0.0
전공,4,V42475101,한국불교철학,3,3,김원명,수 7 8 9 (4213),,1.0
전공,4,R01453101,현상학,3,3,한우섭,금 4 5 6 (4213),,0.0
전공,1,N12121301,초급체코어문법1,2,2,김인천,목 1 2 (1514),전필,3.33
전공,1,N12121302,초급체코어문법1,2,2,박민영,목 3 4 (1507),전필,0.0
전공,1,N12119201,초급체코어통번역연습1,2,2,유선비,화 5 6 (1514),,4.22
전공,1,N12119202,초급체코어통번역연습1,2,2,유선비,화 7 8 (1514),,4.22
전공,1,N12115201,초급체코어회화1,2,2,PARK LUCIE,화 1 2 (1514),"전필,원어",4.0
전공,1,N12115202,초급체코어회화1,2,2,PARK LUCIE,화 3 4 (1514),"전필,원어",4.0
전공,2,N12402301,슬로바키아학입문,2,2,Terezia Kulikova,금 3 4 (1514),원어,5.0
전공,2,N12225301,중급체코어문법작문1,2,2,박민영,수 3 4 (1514),,0.0
전공,2,N12227201,중급체코어통번역연습1,2,2,김인천,월 3 4 (1514),,0.0
전공,2,N12205201,중급체코어회화1,2,2,PARK LUCIE,목 1 2 (1509-1),"전필,원어",4.25
전공,2,N12205202,중급체코어회화1,2,2,PARK LUCIE,목 3 4 (1514),"전필,원어",4.25
전공,2,N12219101,체코.슬로바키아지역연구1,2,2,송순섭,수 5 6 (0508),,3.47
전공,3,N12305101,FLEX체코어,2,2,유선비,목 7 8 (1514),,4.5
전공,3,N12349201,슬로바키아문법작문1,2,2,Terezia Kulikova,화 3 4 (1501),원어,0.0
전공,3,N12437101,슬로바키아어회화1,2,2,Terezia Kulikova,금 1 2 (1514),원어,0.0
전공,3,N12304101,체코.슬로바키아문화탐방,2,2,송순섭,수 3 4 (0508),,4.25
전공,3,N12307101,체코.슬로바키아역사1,2,2,양준석,월 7 8 (1514),,1.0
전공,3,N12353101,체코문학사,2,2,유선비,목 5 6 (1514),,3.4
전공,3,N12303301,체코사회언어학,2,2,박민영,수 7 8 (1514),,1.0
전공,3,N12309301,체코학&공학글로벌융복합캡스톤디자인,2,2,김인천,화 7 8 (0306),,0.0
전공,4,N12471201,고급체코어통번역실습1,2,2,PARK LUCIE,월 1 2 (1507),원어,0.0
전공,4,N12401301,슬로바키아시사세미나,2,2,Terezia Kulikova,수 1 2 (1514),원어,0.0
